State,Facility Name,Facility ID,Year,Gross Load (MWh),Steam Load (1000 lb),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Disadvantaged?,Not Disadvantaged,Tract Status?
NY,Pouch Terminal,8053,2014,45798.8,,0.128,25370.202,2.39,426895.864,1,0,Disadvantaged
NY,Astoria Generating Station,8906,2014,2497915.06,,218.333,827175.793,541.53,13432078.85,0,1,Not Disadvantaged
NY,"Castleton Power, LLC",10190,2014,236709.24,,0.669,123785.976,72.416,2039078.319,0,1,Not Disadvantaged
NY,"Black River Generation, LLC",10464,2014,,3484674.57,258.069,501515.449,276.799,4699793.272,0,0,Error
NY,"Beaver Falls, LLC",10617,2014,1479.26,,0.004,744.823,0.127,12531.406,1,0,Disadvantaged
NY,Allegany Station No. 133,10619,2014,103059.9,,0.245,48451.623,12.032,815302.803,0,1,Not Disadvantaged
NY,Carthage Energy,10620,2014,11533.33,,0.264,6613.115,7.829,107346.094,1,0,Disadvantaged
NY,"Syracuse, LLC",10621,2014,44129.25,,0.105,20874.344,12.17,351246.499,0,1,Not Disadvantaged
NY,Selkirk Cogen Partners,10725,2014,1297688.12,,3.161,626101.317,223.64,10535503.41,0,1,Not Disadvantaged
NY,Bethpage Energy Center,50292,2014,656167.75,,1.481,293112.067,148.426,4932157.445,0,1,Not Disadvantaged
NY,Indeck-Silver Springs Energy Center,50449,2014,38394,,0.318,21491.7,18.41,357688.3,1,0,Disadvantaged
NY,Indeck-Oswego Energy Center,50450,2014,67970.75,,0.198,36255.325,40.886,602229.525,1,0,Disadvantaged
NY,Indeck-Yerkes Energy Center,50451,2014,71390.25,,0.225,40096.7,49.805,674366.15,0,1,Not Disadvantaged
NY,Indeck-Corinth Energy Center,50458,2014,887566.25,,2.061,421705.25,93.898,7094105.975,0,1,Not Disadvantaged
NY,Sterling Power Plant,50744,2014,16708.34,,0.058,11095.957,22.711,186724.445,0,0,Error
NY,Carr Street Generating Station,50978,2014,77120.81,,0.247,48973.158,11.664,824131.778,1,0,Disadvantaged
NY,Nassau Energy Corporation,52056,2014,315075.69,,9.667,211377.508,237.008,3534858.88,0,1,Not Disadvantaged
NY,Rensselaer Cogen,54034,2014,48125.59,,0.126,25013.529,6.439,420901.917,1,0,Disadvantaged
NY,Lockport,54041,2014,275828.5,,1.033,200968,271.095,3381727.725,0,1,Not Disadvantaged
NY,Indeck-Olean Energy Center,54076,2014,340573,,0.832,170259.975,47.249,2862441.35,0,1,Not Disadvantaged
NY,KIAC Cogeneration,54114,2014,666779.98,,9.919,373919.814,73.752,6287973.649,0,1,Not Disadvantaged
NY,Fortistar North Tonawanda Inc,54131,2014,30430.25,,0.104,20703.05,17.412,348380.9,0,1,Not Disadvantaged
NY,Nissequogue Energy Center,54149,2014,295190.67,,29.44,204078.138,134.633,3412881.646,0,1,Not Disadvantaged
NY,Independence,54547,2014,5944550.54,,13.254,2625378.911,270.907,44177093.91,0,1,Not Disadvantaged
NY,"Saranac Power Partners, LP",54574,2014,227190.57,,0.639,126521.92,28.219,2129005.046,0,1,Not Disadvantaged
NY,Massena Energy Facility,54592,2014,1107.1,,0.005,1044.856,0.992,17579.497,1,0,Disadvantaged
NY,Batavia Energy,54593,2014,7951.57,,0.03,5713.951,6.174,96117.291,1,0,Disadvantaged
NY,Brooklyn Navy Yard Cogeneration,54914,2014,1664908.17,,18.228,1198840.77,89.427,19945597.07,0,1,Not Disadvantaged
NY,Astoria Gas Turbine Power,55243,2014,55869.49,,35.93,47382.2,218.483,753400.8,0,1,Not Disadvantaged
